90001,24207
90002,22872
90003,22346
90004,27591
90005,21998
90006,20593
90007,17644
90008,30472
90010,32083
90011,23851
90012,20152
90013,8855
90014,8633
90015,18533
90016,29079
90017,14847
90018,23797
90019,31501
90020,24208
90021,13053
90023,26884
90024,47573
90025,47806
90026,28651
90027,31820
90028,21893
90029,22043
90031,25300
90032,33445
90033,22429
90034,37231
90035,50014
90036,47746
90037,20275
90038,23306
90039,45615
90041,48439
90042,36064
90043,34069
90044,22091
90045,56566
90046,37398
90047,35142
90048,47185
90049,84342
90056,72193
90057,19736
90058,18729
90059,22151
90061,26449
90062,26901
90063,30174
90064,59923
90065,38271
90066,45089
90067,74830
90068,52890
90069,51215
90071,0
90077,141527
90210,112572
90247,35101
90248,43125
90272,122877
90291,45769
90292,72215
90293,66425
90402,118553
90501,42117
90710,42299
90731,35910
90732,63614
90744,30259
91040,51894
91042,42882
91303,36769
91304,48052
91306,49064
91307,74072
91311,62270
91316,49131
91324,49961
91325,48855
91326,82310
91331,39225
91335,40792
91340,40398
91342,48744
91343,41786
91344,64947
91345,52603
91352,41322
91356,51420
91364,79414
91367,61356
91401,35403
91402,32496
91403,53596
91405,29657
91406,37178
91411,34266
91423,52662
91436,102652
91504,55813
91601,31671
91602,47989
91604,60299
91605,32168
91606,31806
91607,40565
