"LURN_SAK","INCIDENT_DATE","STAT","STAT_DESC","STREET","CITY","ZIP","XY_POINT","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
16495755,"2013-08-28 11:30:00","011","CRIMINAL HOMICIDE: Murder","FRAZIER MOUNTAIN RD & MOTOR CROSS AVE","GORMAN",,,"013-11867-0684","0684","11867","CA0190006","SANTA CLARITA VALLEY","N"
16496158,"2013-08-28 17:49:00","013","DEPUTY INVOLVED SHOOTING/SUSPECT DEAD","2000 E PIRU ST","COMPTON","90222","6490580.01281394,1789256.97622477","013-13323-2137","2137","13323","CA01900V3","CENTURY","N"
16496690,"2013-08-29 09:37:00","011","CRIMINAL HOMICIDE: Murder","15000 LAS TUNAS DR","HACIENDA HEIGHTS","91745","6564496.82921889,1824098.44197479","013-09700-1475","1475","09700","CA0190014","INDUSTRY","N"
16497519,"2013-08-30 04:01:00","011","CRIMINAL HOMICIDE: Murder","SERAPIS AVE & TERRADELL ST","PICO RIVERA","90660","6529978.99968061,1808653.37220639","013-06435-1519","1519","06435","CA0190015","PICO RIVERA","N"
16498204,"2013-08-30 16:05:00","011","CRIMINAL HOMICIDE: Murder","11700 S COMPTON AVE","LOS ANGELES","90059","6487014.9235912,1796162.56153097","013-13432-2131","2131","13432","CA01900V3","CENTURY","N"
16498932,"2013-08-31 14:00:00","011","CRIMINAL HOMICIDE: Murder","21400 NORWALK BLVD","HAWAIIAN GARDENS","90716","6539857.31035116,1762385.9642023","013-16976-1352","1352","16976","CA0190013","LAKEWOOD","N"
16499396,"2013-09-01 02:57:00","011","CRIMINAL HOMICIDE: Murder","4600 E ALONDRA BLVD","COMPTON","90221","6503491.89623342,1782013.0509489","013-11373-2847","2847","11373","CA0190042","COMPTON","N"
16499943,"2013-09-01 22:03:00","011","CRIMINAL HOMICIDE: Murder","6100 PIONEER BLVD","WHITTIER","90606","6540150.6823732,1819817.37015636","013-06504-1575","1575","06504","CA0190015","PICO RIVERA","N"
16501945,"2013-09-04 00:38:00","011","CRIMINAL HOMICIDE: Murder","STRATFORD DR & SUNBURST DR","PALMDALE",,"6549243.00021054,2023172.49995816","013-12636-2607","2607","12636","CA01900W9","PALMDALE","N"
16503139,"2013-09-04 21:07:00","011","CRIMINAL HOMICIDE: Murder","12400 ANZAC AVE","COMPTON","90222","6489454.47063177,1793095.56758571","013-13697-2137","2137","13697","CA01900V3","CENTURY","N"
16508784,"2013-09-10 02:37:32","013","DEPUTY INVOLVED SHOOTING/SUSPECT DEAD","4000 ALMANZA LN","LOS ANGELES","90022","6507627.932568,1841609.813896","013-11148-0272","0272","11148","CA0190002","EAST LOS ANGELES","N"
16511263,"2013-09-12 01:10:00","011","CRIMINAL HOMICIDE: Murder","12100 180TH ST","ARTESIA",,"6539592.68709812,1774145.95920277","013-17760-1348","1348","17760","CA0190013","LAKEWOOD","N"
16516885,"2013-09-17 12:51:00","011","CRIMINAL HOMICIDE: Murder","NORWALK BLVD & SRAGOSA ST","WHITTIER",,"6538888.703646,1814591.368124","013-06945-1578","1578","06945","CA0190015","PICO RIVERA","N"
16521862,"2013-09-21 21:00:00","011","CRIMINAL HOMICIDE: Murder","14300 S CORLETT AVE","COMPTON","90221","6483907.99236536,1786831.6050913","013-12400-2812","2812","12400","CA0190042","COMPTON","N"
16521959,"2013-09-22 02:10:00","011","CRIMINAL HOMICIDE: Murder","2800 W ALONDRA BLVD","COMPTON",,"6482828.80882819,1780946.03582568","013-12405-2831","2831","12405","CA0190042","COMPTON","N"
16522019,"2013-09-22 02:39:00","011","CRIMINAL HOMICIDE: Murder","8800 WASHINGTON BLVD","PICO RIVERA","90660","6531793.46286719,1816855.07785262","013-07067-1513","1513","07067","CA0190015","PICO RIVERA","N"
16521966,"2013-09-22 09:25:00","011","CRIMINAL HOMICIDE: Murder","1200 N VAN NESS AVE","COMPTON","90220","6496737.92667919,1787576.28765704","013-12406-2823","2823","12406","CA0190042","COMPTON","N"
16492965,"2013-08-25 22:45:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","AZUSA WAY & HURLEY ST","INDUSTRY","91744","6584628.22955553,1826523.45631902","013-09567-1418","1418","09567","CA0190014","INDUSTRY","N"
16493782,"2013-08-26 00:00:00","023","RAPE BY FORCE, FEMALE UNDER 18","44700 DIVISION ST","LANCASTER",,"6522814.42406678,2075330.05433993","013-15357-1133","1133","15357","CA0190024","LANCASTER","N"
16492992,"2013-08-26 02:01:00","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","8800 WASHINGTON BLVD","PICO RIVERA","90660","6531793.46286719,1816855.07785262","013-06323-1513","1513","06323","CA0190015","PICO RIVERA","N"
16494916,"2013-08-26 02:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","15TH ST W & AVENUE J","LANCASTER",,"6514526.47614622,2073308.37507688","013-15404-1125","1125","15404","CA0190024","LANCASTER","N"
16493414,"2013-08-26 04:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","GLENDORA MOUNTAIN RD & MM 4.93","SAN GABRIEL MTNS",,,"013-04224-0880","0880","04224","CA0190008","SAN DIMAS","N"
16494036,"2013-08-26 06:15:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","AVALON BLVD & SEPULVEDA BLVD","CARSON",,"6481430.9998914,1752717.62508228","013-08760-1624","1624","08760","CA0190016","CARSON","N"
16514373,"2013-08-27 16:30:00","023","RAPE BY FORCE, FEMALE UNDER 18","7600 GRAHAM AVE","LOS ANGELES","90001","6488027.69147503,1811007.54000703","013-14246-2170","2170","14246","CA01900V3","CENTURY","N"
16496501,"2013-08-29 02:45:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1300 W 96TH ST","LOS ANGELES","90044","6470903.83989602,1803892.93546985","013-07486-0371","0371","07486","CA0190003","SOUTH LOS ANGELES","N"
16498381,"2013-08-30 18:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","15000 BARNWALL ST","LA MIRADA","90638","6558206.61115628,1783061.07129379","013-11968-0467","0467","11968","CA0190004","NORWALK","N"
16500122,"2013-08-30 22:36:30","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","BEVERLY BLVD & ROBERTSON BLVD","HOLLYWOOD",,"6445465.5,1850697.124997","013-05079-0972","0972","05079","CA0190009","WEST HOLLYWOOD","N"
16498697,"2013-08-31 04:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","MARTIN LUTHER KING JR. BLVD & OSGOOD AVE","LYNWOOD","90262","6496151.5001291,1799563.2499579","013-13457-2111","2111","13457","CA01900V3","CENTURY","N"
16499405,"2013-09-01 01:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1800 E AVENUE Q-11","PALMDALE","93550","6533224.96098845,2032378.03033602","013-12488-2610","2610","12488","CA01900W9","PALMDALE","N"
16510074,"2013-09-01 12:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","700 W AVENUE I","LANCASTER",,"6518136.67948528,2078708.98852696","013-16356-1122","1122","16356","CA0190024","LANCASTER","N"
16500698,"2013-09-02 01:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","18100 RENAULT ST","EAST VALINDA",,"6589931.816155,1827292.64071","013-09853-1443","1443","09853","CA0190014","INDUSTRY","N"
16501916,"2013-09-02 02:00:30","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","600 ROBERTSON BLVD","WEST HOLLYWOOD","90069","6444989.49354546,1852599.84569046","013-05121-0972","0972","05121","CA0190009","WEST HOLLYWOOD","N"
16500804,"2013-09-03 01:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","19600 CALLA WAY","CANYON COUNTRY","91351","6417540.17661045,1975119.80594194","013-12146-0612","0612","12146","CA0190006","SANTA CLARITA VALLEY","N"
16504243,"2013-09-05 12:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","11000 S BUDLONG AVE","LOS ANGELES","90044","6471752.13905245,1798829.3993371","013-07742-0375","0375","07742","CA0190003","SOUTH LOS ANGELES","N"
16504698,"2013-09-06 02:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1100 BLK & LARIMORE AVE","LA PUENTE","91744",,"013-09981-1432","1432","09981","CA0190014","INDUSTRY","N"
16505966,"2013-09-06 20:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1700 CAMPER VIEW RD","SAN DIMAS","91773","6625322.91706355,1851498.96222159","013-04404-0822","0822","04404","CA0190008","SAN DIMAS","N"
16506550,"2013-09-07 03:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","2700 CLOVERDALE CT","PALMDALE","93550","6507444.12672345,2037070.35986212","013-12807-2611","2611","12807","CA01900W9","PALMDALE","N"
16508076,"2013-09-07 20:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","UNKNOWN","LANCASTER",,,"013-16245-1126","1126","16245","CA0190024","LANCASTER","N"
16506957,"2013-09-07 22:00:00","023","RAPE BY FORCE, FEMALE UNDER 18","19600 E GOLDEN BOUGH DR","COVINA","91724","6601876.63339609,1846875.05849496","013-06204-2941","2941","06204","CA0190020","WALNUT","N"
16507356,"2013-09-07 22:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","13TH ST E & MORVEN ST","LANCASTER",,"6529713.50003235,2074293.49994177","013-16183-1135","1135","16183","CA0190024","LANCASTER","N"
16507421,"2013-09-08 06:30:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","UNKNOWN COUNTY AREA","COVINA","91722",,"013-04431-0814","0814","04431","CA0190008","SAN DIMAS","N"
16507755,"2013-09-08 21:30:00","023","RAPE BY FORCE, FEMALE UNDER 18","2700 HUMBERT AVE","SOUTH EL MONTE","91733","6544074.79361944,1844972.36676227","013-08605-0560","0560","08605","CA0190005","TEMPLE","N"
16514944,"2013-09-09 15:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","15600 S VISALIA AVE","GARDENA","90247","6482360.3314,1782567.35948","013-12114-2873","2873","12114","CA0190042","COMPTON","N"
16509825,"2013-09-10 13:22:30","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","1400 WELLINGTON DR","PALMDALE","93551","6514645.93851458,2039497.89097059","013-12971-2612","2612","12971","CA01900W9","PALMDALE","N"
16512053,"2013-09-11 23:10:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","37900 20TH ST E","PALMDALE","93550","6533438.48762676,2029808.17388607","013-13074-2608","2608","13074","CA01900W9","PALMDALE","N"
16511591,"2013-09-12 07:35:00","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","15200 LINDHALL WAY","WHITTIER","90604","6560283.12111086,1799357.57314952","013-12621-0497","0497","12621","CA0190004","NORWALK","N"
16513446,"2013-09-13 03:00:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","19800 BLOOMFIELD AVE","CERRITOS","90703","6543220.50005244,1768518.87498453","013-03483-2390","2390","03483","CA01900R7","CERRITOS","N"
16515057,"2013-09-15 17:45:00","021","RAPE, FORCIBLE: Rape by Force, Female 18 YRS +","500 S DITMAN AVE","LOS ANGELES","90022","6504338.45542,1832912.288166","013-11412-0277","0277","11412","CA0190002","EAST LOS ANGELES","N"
16521072,"2013-09-21 03:15:00","022","RAPE, FORCIBLE: Attempt Rape by Force, Female 18 YRS +","GARFIELD AVE & PETROL ST","PARAMOUNT",,"6510433.50001439,1785386.12354472","013-18418-1365","1365","18418","CA0190013","LAKEWOOD","N"
16521875,"2013-09-21 21:00:00","024","ATTEMPT FORCIBLE RAPE, FEMALE UNDER 18","14200 HAWES ST","WHITTIER","90605","6553302.7233263,1802336.93169212","013-13077-0491","0491","13077","CA0190004","NORWALK","N"
16492295,"2013-08-25 03:00:00","037","ROBBERY, WEAPON: Other","124TH ST & MONA BLVD","LOS ANGELES",,"6492483,1793285.75","913-13123-2137","2137","13123","CA01900V3","CENTURY","N"
16492320,"2013-08-25 05:15:00","047","ROBBERY, STRONG-ARM: Other","5400 HOLLYWOOD BLVD","LOS ANGELES","90027","6468174.03006694,1859489.42631076","913-05076-6894","6894","05076","CA0190031","TRANSIT SERVICES BUREAU","N"
16492324,"2013-08-25 05:17:00","047","ROBBERY, STRONG-ARM: Other","15900 LAKEWOOD BLVD","BELLFLOWER","90706","6518479.6548492,1782001.11376804","913-16521-1334","1334","16521","CA0190013","LAKEWOOD","N"
16492297,"2013-08-25 07:50:30","047","ROBBERY, STRONG-ARM: Other","DITMAN AVE & WHITTIER BLVD","LOS ANGELES","90022","6504321.5,1831140.25","913-10440-0278","0278","10440","CA0190002","EAST LOS ANGELES","N"
16492451,"2013-08-25 11:15:00","038","ROBBERY, WEAPON: Carjacking","14300 TELEGRAPH RD","WHITTIER","90604","6553678.36233878,1795449.32440436","913-11680-0492","0492","11680","CA0190004","NORWALK","N"
16492503,"2013-08-25 13:07:07","041","ROBBERY, STRONG-ARM: Highway, Etc.",,,,,"913-08701-1614","1614","08701","CA0190016","CARSON","N"
16492694,"2013-08-25 17:35:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","7300 COMPTON AVE","LOS ANGELES","90001","6486635.25856435,1812802.73097044","913-13147-2172","2172","13147","CA01900V3","CENTURY","N"
16492787,"2013-08-25 18:35:00","047","ROBBERY, STRONG-ARM: Other","1800 E SLAUSON AVE","LOS ANGELES","90058","6488583.37942252,1818501.41048397","913-13153-2171","2171","13153","CA01900V3","CENTURY","N"
16492751,"2013-08-25 18:50:00","033","ROBBERY, WEAPON: Service Station","3300 DEL MAR AVE","ROSEMEAD","91770","6531617.42384921,1847237.37076245","913-08119-0532","0532","08119","CA0190005","TEMPLE","N"
16492865,"2013-08-25 21:15:00","034","ROBBERY, WEAPON: Convenience Store, Fast Food, Restaurant","5900 SOUTH ST","LAKEWOOD",,"6526447.70256138,1770930.34653953","913-16577-1322","1322","16577","CA0190013","LAKEWOOD","N"
16492898,"2013-08-25 22:27:00","031","ROBBERY, WEAPON: Highway, Etc.","700 OAKFORD DR","LOS ANGELES","90022","6514936.74953346,1829905.62819503","913-10473-0285","0285","10473","CA0190002","EAST LOS ANGELES","N"
16493040,"2013-08-26 00:00:00","047","ROBBERY, STRONG-ARM: Other","38500 5TH ST E","PALMDALE","93551","6525216.57182154,2034427.77984545","913-12162-2611","2611","12162","CA01900W9","PALMDALE","N"
16492960,"2013-08-26 00:59:00","038","ROBBERY, WEAPON: Carjacking","11900 ROSECRANS BLVD","NORWALK","90650","6537520.56821087,1786705.4534407","913-11717-0453","0453","11717","CA0190004","NORWALK","N"
16493048,"2013-08-26 06:15:00","047","ROBBERY, STRONG-ARM: Other","BUDLONG AVE & IMPERIAL HWY","LOS ANGELES","90044","6471921.99969053,1797394.25309189","913-07368-0378","0378","07368","CA0190003","SOUTH LOS ANGELES","N"
16493247,"2013-08-26 09:30:00","047","ROBBERY, STRONG-ARM: Other","10000 FLOWER ST","BELLFLOWER",,"6524980.45615202,1779726.30204469","913-16590-1334","1334","16590","CA0190013","LAKEWOOD","N"
16493283,"2013-08-26 10:00:00","047","ROBBERY, STRONG-ARM: Other","1000 W 95TH ST","LOS ANGELES","90044","6472925.49136452,1804273.6151547","913-07377-0371","0371","07377","CA0190003","SOUTH LOS ANGELES","N"
16493357,"2013-08-26 11:10:00","047","ROBBERY, STRONG-ARM: Other","ALHAMBRA AVE & ORIZABA AVE","PARAMOUNT","90723","6514460.49982616,1791356.37481429","913-16593-1362","1362","16593","CA0190013","LAKEWOOD","N"
16493461,"2013-08-26 12:00:00","047","ROBBERY, STRONG-ARM: Other","1400 RANCHO VISTA BLVD","PALMDALE",,"6530046.72988785,2041560.69949881","913-12185-2618","2618","12185","CA01900W9","PALMDALE","N"
16493423,"2013-08-26 12:35:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","500 LONG BEACH BLVD","LONG BEACH","90802","6504164.4849208,1740227.2679106","913-05105-6013","6013","05105","CA0190031","TRANSIT SERVICES BUREAU","N"
16500312,"2013-08-26 14:00:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","5800 CARMELITA AVE","MAYWOOD","90270","6502176.64952379,1818499.56884365","913-10812-0250","0250","10812","CA0190002","EAST LOS ANGELES","N"
16493633,"2013-08-26 15:27:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","8700 CARRON DR","PICO RIVERA","90660","6531699.22683519,1817785.00611085","913-06335-1513","1513","06335","CA0190015","PICO RIVERA","N"
16493624,"2013-08-26 15:30:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","4800 W SLAUSON AVE","LOS ANGELES","90056","6451793.50967845,1818149.20781027","913-02175-2767","2767","02175","CA0190065","MARINA DEL REY","N"
16493653,"2013-08-26 16:00:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","213TH ST & BOLORES ST","CARSON",,"6477953.5,1762576","913-08745-1618","1618","08745","CA0190016","CARSON","N"
16493878,"2013-08-26 16:30:00","047","ROBBERY, STRONG-ARM: Other","5TH ST E & AVENUE R","PALMDALE","93550","6525392.50009234,2030762.87487724","913-12210-2610","2610","12210","CA01900W9","PALMDALE","N"
16495209,"2013-08-26 17:30:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","ATLANTIC AVE & ELIZABETH ST","CUDAHY","90201","6505168.00087351,1809045.25137474","913-80123-0263","0263","80123","CA0190002","EAST LOS ANGELES","N"
16493849,"2013-08-26 19:40:00","047","ROBBERY, STRONG-ARM: Other","16200 PARAMOUNT BLVD","PARAMOUNT","90723","6512558.19720396,1781144.28542918","913-16632-1367","1367","16632","CA0190013","LAKEWOOD","N"
16493830,"2013-08-26 19:53:00","047","ROBBERY, STRONG-ARM: Other","11600 S AVALON BLVD","LOS ANGELES","90067","6481199.044198,1796327.293009","913-05113-6063","6063","05113","CA0190031","TRANSIT SERVICES BUREAU","N"
16508341,"2013-08-26 20:30:00","047","ROBBERY, STRONG-ARM: Other","38100 30TH ST E","PALMDALE","93550","6538683.00007275,2031674.50856516","913-12883-2608","2608","12883","CA01900W9","PALMDALE","N"
16493869,"2013-08-26 21:00:00","047","ROBBERY, STRONG-ARM: Other","11600 WILLOWBROOK AVE","LOS ANGELES","90059","6489691.42359896,1796120.9922122","913-05117-6014","6014","05117","CA0190031","TRANSIT SERVICES BUREAU","N"
16493948,"2013-08-26 22:07:00","047","ROBBERY, STRONG-ARM: Other","44600 3RD ST E","LANCASTER",,"6523878.28644037,2075275.08561787","913-15367-1132","1132","15367","CA0190024","LANCASTER","N"
16493968,"2013-08-26 23:48:00","031","ROBBERY, WEAPON: Highway, Etc.","3500 BLANCHARD ST","LOS ANGELES","90063","6504837.06336804,1839245.41168077","913-10525-0275","0275","10525","CA0190002","EAST LOS ANGELES","N"
16494573,"2013-08-27 12:50:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","11000 183RD ST","CERRITOS","90703","6531823.25822833,1773549.29311666","913-03212-2313","2313","03212","CA01900R7","CERRITOS","N"
16494749,"2013-08-27 12:50:00","047","ROBBERY, STRONG-ARM: Other","29300 VERDALE AVE","VAL VERDE",,"6356761.35131796,1987161.2785781","913-11823-0662","0662","11823","CA0190006","SANTA CLARITA VALLEY","N"
16494634,"2013-08-27 13:00:00","035","ROBBERY, WEAPON: Residence","1300 S ATLANTIC DR","COMPTON","90220","6503087.74009505,1780549.23871903","013-11117-2847","2847","11117","CA0190042","COMPTON","N"
16497057,"2013-08-27 15:30:00","047","ROBBERY, STRONG-ARM: Other","ATLANTIC BLVD & WHITTIER BLVD","EAST LOS ANGELES",,"6514008.99979372,1829850.49990612","913-10638-0294","0294","10638","CA0190002","EAST LOS ANGELES","N"
16494798,"2013-08-27 15:34:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","19432 PIONEER BLVD","CERRITOS","90703","6536786.730151,1769245.869893","913-03215-2313","2313","03215","CA01900R7","CERRITOS","N"
16494905,"2013-08-27 16:30:00","047","ROBBERY, STRONG-ARM: Other","11600 AVALON BLVD","LOS ANGELES","90067","6481199.044198,1796327.293009","913-05138-6063","6063","05138","CA0190031","TRANSIT SERVICES BUREAU","N"
16494899,"2013-08-27 17:45:00","047","ROBBERY, STRONG-ARM: Other","5000 EXPOSITION BLVD","LOS ANGELES","90016","6454408.9123274,1831575.47617166","913-05137-6619","6619","05137","CA0190031","TRANSIT SERVICES BUREAU","N"
16494913,"2013-08-27 18:10:00","031","ROBBERY, WEAPON: Highway, Etc.","1700 1250TH ST","LOS ANGELES","90044","6468385.542928,1793174.226898","913-07432-0377","0377","07432","CA0190003","SOUTH LOS ANGELES","N"
16494961,"2013-08-27 19:10:00","031","ROBBERY, WEAPON: Highway, Etc.","300 JOELLA ST","MONROVIA","91016","6562062.02470529,1868565.19720119","913-08181-0582","0582","08181","CA0190005","TEMPLE","N"
16494996,"2013-08-27 19:20:00","047","ROBBERY, STRONG-ARM: Other","64TH ST & BROADWAY AVE","LOS ANGELES",,"6477294.50017555,1815715.87512495","913-05140-6893","6893","05140","CA0190031","TRANSIT SERVICES BUREAU","N"
16495022,"2013-08-27 20:30:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","20800 S AVALON BLVD","CARSON","90745","6482013.11820237,1764796.34798078","913-08788-1614","1614","08788","CA0190016","CARSON","N"
16495170,"2013-08-27 21:30:00","037","ROBBERY, WEAPON: Other","57TH ST W & RUSS ST","PALMDALE",,"6553299.82146233,2028982.74559559","913-12287-2607","2607","12287","CA01900W9","PALMDALE","N"
16495091,"2013-08-27 22:45:00","037","ROBBERY, WEAPON: Other","AVENUE NAVARRA & RANCHO ADOBE","SANTA CLARITA",,,"913-11843-0621","0621","11843","CA0190006","SANTA CLARITA VALLEY","N"
16495160,"2013-08-28 00:10:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","92ND ST & GRAHAM AVE","LOS ANGELES","90002","6487967.99983348,1805467.12503541","913-13279-2177","2177","13279","CA01900V3","CENTURY","N"
16495655,"2013-08-28 10:20:00","047","ROBBERY, STRONG-ARM: Other","2500 COMMERCE WAY","COMMERCE","90040","6514327.09655328,1822678.86804229","913-10580-0244","0244","10580","CA0190002","EAST LOS ANGELES","N"
16495687,"2013-08-28 11:15:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","6300 ROSEMEAD BLVD","TEMPLE CITY","91780","6539426.90479554,1863846.51891834","913-08211-0521","0521","08211","CA0190005","TEMPLE","N"
16495710,"2013-08-28 11:45:00","047","ROBBERY, STRONG-ARM: Other","136TH ST & AVALON BLVD","LOS ANGELES",,"6481171,1789082","913-13300-2141","2141","13300","CA01900V3","CENTURY","N"
16495800,"2013-08-28 13:29:17","031","ROBBERY, WEAPON: Highway, Etc.","93RD ST & VERMONT AVE","LOS ANGELES",,"6473149.00001167,1805101.12490706","913-07461-0370","0370","07461","CA0190003","SOUTH LOS ANGELES","N"
16495843,"2013-08-28 13:30:00","047","ROBBERY, STRONG-ARM: Other","CENTRAL AVE & REEVE ST","COMPTON","90220","6485896.49954356,1781231.50261286","913-11173-2831","2831","11173","CA0190042","COMPTON","N"
16496129,"2013-08-28 14:57:00","047","ROBBERY, STRONG-ARM: Other","105 FWY & CRENSHAW AVE","LOS ANGELES",,,"913-05167-6852","6852","05167","CA0190031","TRANSIT SERVICES BUREAU","N"
16496026,"2013-08-28 16:29:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","FIRESTONE BLVD & ZAMORA AVE","LOS ANGELES",,"6485445.49922313,1807981.12234975","913-13319-2174","2174","13319","CA01900V3","CENTURY","N"
16496093,"2013-08-28 17:00:00","047","ROBBERY, STRONG-ARM: Other","13100 HUBBARD ST","SYLMAR","91342","6435368.6629607,1938345.77098946","913-00358-8334","8334","00358","CA01900F3","PARKS BUREAU","N"
16496208,"2013-08-28 17:30:00","037","ROBBERY, WEAPON: Other","4300 ENCINITA AVE","ROSEMEAD","91770","6541135.27245636,1853291.8007278","913-08226-0530","0530","08226","CA0190005","TEMPLE","N"
16496160,"2013-08-28 18:08:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","10800 LONG BEACH BLVD","LYNWOOD","90262","6497082.66199138,1798595.55792429","913-13324-2111","2111","13324","CA01900V3","CENTURY","N"
16496266,"2013-08-28 19:15:00","047","ROBBERY, STRONG-ARM: Other","ALHAMBRA AVE & HOLLYSTER AVE","EAST LOS ANGELES",,,"913-05173-6892","6892","05173","CA0190031","TRANSIT SERVICES BUREAU","N"
16496317,"2013-08-28 21:15:00","031","ROBBERY, WEAPON: Highway, Etc.","FIR ST & LYNWOOD RD","LYNWOOD","90262","6499402.00022814,1794027.00009675","913-13330-2117","2117","13330","CA01900V3","CENTURY","N"
16496418,"2013-08-29 00:56:00","033","ROBBERY, WEAPON: Service Station","16500 HAWTHORNE BLVD","LAWNDALE","90260","6454515.25718771,1779050.53010227","913-07484-0334","0334","07484","CA0190003","SOUTH LOS ANGELES","N"
16496440,"2013-08-29 01:35:00","032","ROBBERY, WEAPON: Store, Business, Hotel, Motel, Etc.","17900 S AVALON BLVD","CARSON","90746","6480897.674635,1774471.389874","913-08844-1630","1630","08844","CA0190016","CARSON","N"
16496867,"2013-08-29 13:08:03","047","ROBBERY, STRONG-ARM: Other","100 E LOMITA BLVD","CARSON",,"6478374.13991603,1749291.65950201","913-08856-1698","1698","08856","CA0190016","CARSON","N"
16497075,"2013-08-29 15:15:00","035","ROBBERY, WEAPON: Residence","800 E PENROD DR","CARSON",,"6482438.44281103,1774574.29824111","913-08863-1630","1630","08863","CA0190016","CARSON","N"
16497222,"2013-08-29 18:45:00","037","ROBBERY, WEAPON: Other","10TH ST E & AVENUE Q-4","PALMDALE","93550","6527972,2034625.75","913-12383-2610","2610","12383","CA01900W9","PALMDALE","N"
16498305,"2013-08-29 19:00:00","041","ROBBERY, STRONG-ARM: Highway, Etc.","BELL AVE & NADEAU AVE","LOS ANGELES",,"6489225.99970664,1810606.37316822","913-13436-2173","2173","13436","CA01900V3","CENTURY","N"
16497978,"2013-08-29 19:00:00","047","ROBBERY, STRONG-ARM: Other","29300 THE OLD ROAD","CASTAIC","91384","6376229.44731685,1987306.26208119","913-01818-5640","5640","01818","CA0190087","NCCF","N"
16497400,"2013-08-29 21:54:00","047","ROBBERY, STRONG-ARM: Other","11600 S AVALON BLVD","LOS ANGELES","90067","6481199.044198,1796327.293009","913-05205-6063","6063","05205","CA0190031","TRANSIT SERVICES BUREAU","N"
16497404,"2013-08-29 22:51:00","038","ROBBERY, WEAPON: Carjacking","1200 W 127TH ST","LOS ANGELES","90044","6471248.99668604,1792397.4105607","913-07515-0378","0378","07515","CA0190003","SOUTH LOS ANGELES","N"
16497491,"2013-08-30 02:15:00","038","ROBBERY, WEAPON: Carjacking","FLORY AVE & NORWALK BLVD","WHITTIER",,"6538869.49978489,1814607.37515594","913-06434-1576","1576","06434","CA0190015","PICO RIVERA","N"
16498164,"2013-08-30 15:10:00","047","ROBBERY, STRONG-ARM: Other","1600 S ALAMEDA ST","COMPTON",,"6495041.4103872,1778696.12300271","913-11283-2848","2848","11283","CA0190042","COMPTON","N"
16498199,"2013-08-30 16:20:00","033","ROBBERY, WEAPON: Service Station","14300 AMAR RD","LA PUENTE","91744","6571597.17755094,1840169.7520237","913-09746-1430","1430","09746","CA0190014","INDUSTRY","N"
16498355,"2013-08-30 17:00:00","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","9000 BEVERLY BLVD","WEST HOLLYWOOD",,"6443912.72939933,1850753.61888721","913-05029-0972","0972","05029","CA0190009","WEST HOLLYWOOD","N"
