"LURN_SAK","INCIDENT_DATE","STAT","STAT_DESC","STREET","CITY","ZIP","XY_POINT","INCIDENT_ID","REPORTING_DISTRICT","SEQ","UNIT_ID","UNIT_NAME","DELETED"
16513625,"2013-09-14 07:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","165TH ST & HAWTHORNE BLVD","LAWNDALE","90260","6454709.5,1779259.624996","913-08036-0333","0333","08036","CA0190003","SOUTH LOS ANGELES","N"
16514703,"2013-09-14 16:34:30","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","2700 HILL ST","HUNTINGTON PARK","90255","6494583.02810188,1810533.13741252","913-14265-2178","2178","14265","CA01900V3","CENTURY","N"
16514358,"2013-09-14 17:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","44800 FOXTON ST","LANCASTER",,"6524010.46334137,2076382.89016077","913-16606-1132","1132","16606","CA0190024","LANCASTER","N"
16514577,"2013-09-14 23:14:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","4200 FISHER ST","LOS ANGELES",,"6508529.78760988,1838235.86612768","913-11381-0280","0280","11381","CA0190002","EAST LOS ANGELES","N"
16514465,"2013-09-15 00:27:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","DOCKWEILER DR & VALLE DEL ORO","SANTA CLARITA",,"6407296.809749,1960212.135238","913-12672-0627","0627","12672","CA0190006","SANTA CLARITA VALLEY","N"
16515327,"2013-09-15 00:30:00","090","GRAND THEFT VEHICLE (GTA): Cargo/Vehicle, laden with freight","16200 COMMERCE WAY","CERRITOS","90703","6548510.18894812,1780541.2512022","913-03497-2319","2319","03497","CA01900R7","CERRITOS","N"
16515445,"2013-09-15 01:00:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","1700 TYLER AVE","SOUTH EL MONTE","91733","6549623.10174854,1840075.88344504","913-08856-0562","0562","08856","CA0190005","TEMPLE","N"
16514592,"2013-09-15 02:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","12300 RUSH ST","EL MONTE","91733","6553057.391093,1838552.663386","913-08832-0577","0577","08832","CA0190005","TEMPLE","N"
16514515,"2013-09-15 03:03:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","3500 TOURNAMENT DR","PALMDALE",,"6503403.80212696,2049170.92391552","913-13189-2617","2617","13189","CA01900W9","PALMDALE","N"
16514721,"2013-09-15 03:15:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","13800 STANFORD RD","LOS ANGELES",,"6481903.11153261,1788188.82613012","913-14268-2142","2142","14268","CA01900V3","CENTURY","N"
16515947,"2013-09-15 03:30:00","092","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van, Attempt","10200 BEACH ST","BELLFLOWER","90706","6526638.19365019,1777886.26996364","913-18089-1336","1336","18089","CA0190013","LAKEWOOD","N"
16515509,"2013-09-15 04:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","COLE PL & LONG BEACH BLVD","HUNTINGTON PARK","90255",,"913-14324-2178","2178","14324","CA01900V3","CENTURY","N"
16514735,"2013-09-15 04:00:00","090","GRAND THEFT VEHICLE (GTA): Cargo/Vehicle, laden with freight","12100 PIONEER BLVD","NORWALK",,"6536965.36000371,1793603.69095653","913-12769-0452","0452","12769","CA0190004","NORWALK","N"
16514573,"2013-09-15 04:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","12100 BARNWALL ST","NORWALK",,"6538944.87704203,1782688.8492692","913-12759-0456","0456","12759","CA0190004","NORWALK","N"
16514569,"2013-09-15 06:05:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","6500 72ND ST","PARAMOUNT","90723","6505951.13299029,1780916.59395544","913-17993-1366","1366","17993","CA0190013","LAKEWOOD","N"
16514696,"2013-09-15 11:45:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","11800 ROBIN ST","LOS ANGELES",,"6484947.899873,1795666.692743","913-14264-2131","2131","14264","CA01900V3","CENTURY","N"
16514708,"2013-09-15 12:20:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","40800 LAS PIEDRAS TER","PALMDALE","93550","6493619.85515945,2049606.76490737","913-13202-2617","2617","13202","CA01900W9","PALMDALE","N"
16514942,"2013-09-15 14:10:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","3700 MARTIN LUTHER KING JR BLVD","LYNWOOD","90262","6497053.63306879,1796876.61354452","913-14291-2114","2114","14291","CA01900V3","CENTURY","N"
16514760,"2013-09-15 15:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","15300 CRANBROOK AVE","GARDENA","90249","6459478.636367,1783168.296488","913-08066-0388","0388","08066","CA0190003","SOUTH LOS ANGELES","N"
16514887,"2013-09-15 15:45:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","2100 SHAVER ST","LOS ANGELES","90002",,"913-14278-2137","2137","14278","CA01900V3","CENTURY","N"
16514792,"2013-09-15 15:45:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","AVENUE Q & SUMAC AVE","PALMDALE","93550","6524322.50098735,2036078.7512342","913-13206-2619","2619","13206","CA01900W9","PALMDALE","N"
16516232,"2013-09-15 16:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van",,,,,"913-11466-0287","0287","11466","CA0190002","EAST LOS ANGELES","N"
16514862,"2013-09-15 16:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","12300 CIVIC CENTER DR","NORWALK",,"6540310.75529139,1791020.01937057","913-12781-0454","0454","12781","CA0190004","NORWALK","N"
16514880,"2013-09-15 16:25:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","MARTIN LUTHER KING JR. BLVD & STOCKWELL ST","LYNWOOD","90262","6500523.00016516,1796870.37520342","913-14277-2112","2112","14277","CA01900V3","CENTURY","N"
16514961,"2013-09-15 17:52:30","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","7700 ROSECRANS AVE","PARAMOUNT","90723","6512385.77136771,1786877.12796611","913-18029-1365","1365","18029","CA0190013","LAKEWOOD","N"
16514883,"2013-09-15 18:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","5100 ESSEX DR","PALMDALE","93552","6550343.47432354,2023813.9336191","913-13211-2607","2607","13211","CA01900W9","PALMDALE","N"
16514940,"2013-09-15 18:22:30","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","100 TERRANEA WAY","RANCHO PALOS VERDES","90275",,"913-03300-1738","1738","03300","CA0190017","LOMITA","N"
16515453,"2013-09-15 20:52:30","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","11300 DUNCAN AVE","LYNWOOD","90262","6505934.25306804,1794079.71289505","913-14321-2115","2115","14321","CA01900V3","CENTURY","N"
16514640,"2013-09-15 22:24:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","NAVA ST & PIONEER BLVD","NORWALK","90650","6536649.99975082,1782009.00328556","913-12761-0458","0458","12761","CA0190004","NORWALK","N"
16515217,"2013-09-15 23:40:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","11900 STATE ST","LYNWOOD","90262","6495566.11635877,1793929.47639419","913-14313-2116","2116","14313","CA01900V3","CENTURY","N"
16515409,"2013-09-16 00:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","3700 52ND ST","MAYWOOD","90270","6501993.87417252,1820741.01200986","913-11424-0250","0250","11424","CA0190002","EAST LOS ANGELES","N"
16515258,"2013-09-16 01:07:30","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","11200 STILLMAN ST","LAKEWOOD",,"6533315.49984936,1765059.25001402","913-18051-1327","1327","18051","CA0190013","LAKEWOOD","N"
16515309,"2013-09-16 01:25:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","1000 W AVENUE H-14","LANCASTER",,"6517046.44333974,2079144.17062782","913-16677-1121","1121","16677","CA0190024","LANCASTER","N"
16515253,"2013-09-16 01:45:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","7000 SAN MARCUS ST","PARAMOUNT",,"6508400.29213397,1785230.7611801","913-18048-1363","1363","18048","CA0190013","LAKEWOOD","N"
16516168,"2013-09-16 03:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","3500 LOS FLORES BLVD","LYNWOOD","90262","6498433.16384159,1797570.02074834","913-14352-2112","2112","14352","CA01900V3","CENTURY","N"
16515324,"2013-09-16 03:45:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","400 N ROWAN AVE","LOS ANGELES",,"6504951.44732562,1837322.87615578","913-11423-0275","0275","11423","CA0190002","EAST LOS ANGELES","N"
16515515,"2013-09-16 06:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","12700 WALDORF DR","LYNWOOD","90262","6501586.47669336,1788604.40272677","913-14325-2117","2117","14325","CA01900V3","CENTURY","N"
16515239,"2013-09-16 06:39:32","090","GRAND THEFT VEHICLE (GTA): Cargo/Vehicle, laden with freight","5500 SHIELA ST","COMMERCE",,"6513414.41436984,1822174.84646072","913-11421-0244","0244","11421","CA0190002","EAST LOS ANGELES","N"
16515280,"2013-09-16 07:30:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","400 N HILL ST","LOS ANGELES","90012","6488308.82313061,1843718.82104102","913-01833-8518","8518","01833","CA01900F4","COUNTY SERVICES BUREAU","N"
16515455,"2013-09-16 10:20:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","9200 S BUDLONG AVE","LOS ANGELES",,"6471987.10905494,1805296.13771594","913-08093-0378","0378","08093","CA0190003","SOUTH LOS ANGELES","N"
16515746,"2013-09-16 13:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","100 CITADEL DR","COMMERCE","90040","6515590.59938606,1824365.85625623","913-11435-0245","0245","11435","CA0190002","EAST LOS ANGELES","N"
16515953,"2013-09-16 16:51:19","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","5100 CLARETON DR","AGOURA HILLS",,"6333457.29064269,1876686.42603743","913-05537-2222","2222","05537","CA0190022","MALIBU/LOST HILLS","N"
16516072,"2013-09-16 17:07:30","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","4000 OLYMPIC BLVD","LOS ANGELES",,"6505047.72994146,1829231.22665669","913-11453-0278","0278","11453","CA0190002","EAST LOS ANGELES","N"
16516049,"2013-09-16 17:46:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","6000 LA CIENEGA BLVD","LOS ANGELES",,"6449205.3823088,1816566.24050379","913-02396-2766","2766","02396","CA0190065","MARINA DEL REY","N"
16516391,"2013-09-16 19:07:30","095","GRAND THEFT VEHICLE (GTA): Motorcycle","6500 OCEAN CREST DR","RANCHO PALOS VERDES","90275","6442467.05228154,1736594.62288827","913-03317-1735","1735","03317","CA0190017","LOMITA","N"
16516197,"2013-09-16 19:15:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","12100 CENTRAL AVE","LOS ANGELES",,"6484391.7407417,1794223.83144853","913-14356-2140","2140","14356","CA01900V3","CENTURY","N"
16516105,"2013-09-16 19:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","ALONDRA BLVD & MAIDSTONE AVE","NORWALK",,"6535309.02618156,1781491.51003711","913-12836-0455","0455","12836","CA0190004","NORWALK","N"
16515765,"2013-09-16 23:00:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","37800 5TH ST E","PALMDALE",,"6525269.22165062,2029974.4134241","913-13255-2603","2603","13255","CA01900W9","PALMDALE","N"
16516453,"2013-09-17 00:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","11300 BROADMEAD ST","SOUTH EL MONTE","91733","6551723.5352117,1837689.27010804","913-08887-0562","0562","08887","CA0190005","TEMPLE","N"
16516837,"2013-09-17 00:35:30","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","13300 AVALON BLVD","LOS ANGELES",,"6481100.14889969,1789861.14069887","913-14378-2141","2141","14378","CA01900V3","CENTURY","N"
16516462,"2013-09-17 01:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","12000 PARMELEE AVE","LOS ANGELES",,"6485683.78408936,1794532.28949302","913-14370-2132","2132","14370","CA01900V3","CENTURY","N"
16517829,"2013-09-17 01:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","TCERA & WASHINGTON BLVD","PASADENA","91104",,"913-02453-0777","0777","02453","CA0190007","ALTADENA","N"
16516427,"2013-09-17 01:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","15400 FRANCISQUITO AVE","LA PUENTE",,"6577013.73364694,1840127.16385429","913-10473-1432","1432","10473","CA0190014","INDUSTRY","N"
16516371,"2013-09-17 01:40:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","2000 E JENNER ST","LANCASTER",,"6533375.89515568,2077574.94736936","913-16739-1135","1135","16739","CA0190024","LANCASTER","N"
16516973,"2013-09-17 01:45:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","500 S BANDINI ST","SAN PEDRO",,"6470724.4924857,1727570.87715627","913-03328-1750","1750","03328","CA0190017","LOMITA","N"
16516386,"2013-09-17 02:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","11300 HARVARD DR","NORWALK","90650","6533651.05495253,1778930.32693061","913-12860-0455","0455","12860","CA0190004","NORWALK","N"
16516800,"2013-09-17 04:00:00","092","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van, Attempt","15900 WOODRUFF AVE","BELLFLOWER","90706","6525997.43673005,1782053.33759174","913-18149-1337","1337","18149","CA0190013","LAKEWOOD","N"
16516365,"2013-09-17 04:14:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","3300 FERN AVE","PALMDALE",,"6540993.68265571,2023784.58984578","913-13289-2603","2603","13289","CA01900W9","PALMDALE","N"
16516912,"2013-09-17 05:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","4100 UNION PACIFIC AVE","LOS ANGELES","90023","6505883.60720669,1828511.1336087","913-11490-0278","0278","11490","CA0190002","EAST LOS ANGELES","N"
16516373,"2013-09-17 05:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","5500 CISERO DR","PALMDALE",,"6552369.44828996,2023284.78572726","913-13290-2607","2607","13290","CA01900W9","PALMDALE","N"
16516381,"2013-09-17 06:15:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","4700 GRANDVIEW","PALMDALE","93551","6497020.18234831,2047162.5266856","913-13291-2612","2612","13291","CA01900W9","PALMDALE","N"
16516397,"2013-09-17 07:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","9400 HOBACK ST","BELLFLOWER","90706","6521541.78192702,1788849.99377103","913-18130-1331","1331","18130","CA0190013","LAKEWOOD","N"
16516543,"2013-09-17 09:45:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","1200 GOODRICH BLVD","EAST LOS ANGELES","90023","6514135.17797387,1827738.1052991","913-11479-0286","0286","11479","CA0190002","EAST LOS ANGELES","N"
16517087,"2013-09-17 10:00:00","097","GRAND THEFT VEHICLE (GTA): Other Veh (Snowmobile, Golf Cart, Etc)","18000 STUDEBAKER RD","CERRITOS","90703","6532188.32756306,1774516.52637504","913-03518-2320","2320","03518","CA01900R7","CERRITOS","N"
16517149,"2013-09-17 11:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","44200 20TH ST E","LANCASTER","93535","6533248.71692972,2072233.65446164","913-16775-1135","1135","16775","CA0190024","LANCASTER","N"
16517128,"2013-09-17 11:20:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","4400 BRIERCREST AVE","LAKEWOOD",,"6524860.50002712,1763458.62493443","913-18164-1324","1324","18164","CA0190013","LAKEWOOD","N"
16517294,"2013-09-17 11:30:00","095","GRAND THEFT VEHICLE (GTA): Motorcycle","12100 ALGARDI ST","NORWALK","90650","6539234.81412619,1780622.99283664","913-12885-0458","0458","12885","CA0190004","NORWALK","N"
16517184,"2013-09-17 11:45:00","095","GRAND THEFT VEHICLE (GTA): Motorcycle","40600 171ST ST E","LANCASTER",,"6614148.40412809,2048451.32135211","913-16781-1197","1197","16781","CA0190024","LANCASTER","N"
16516820,"2013-09-17 11:45:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","25500 THE OLD ROAD","STEVENSON RANCH",,"6389307.43182503,1962610.79382307","913-12790-0664","0664","12790","CA0190006","SANTA CLARITA VALLEY","N"
16519650,"2013-09-17 11:50:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","200 S BONNIE BEACH PL","LOS ANGELES","90023","6506765.86790937,1834967.47371435","913-11594-0277","0277","11594","CA0190002","EAST LOS ANGELES","N"
16517000,"2013-09-17 12:25:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","10800 ALONDRA BLVD","CERRITOS","90703","6530269.39176838,1780568.47260444","913-03517-2310","2310","03517","CA01900R7","CERRITOS","N"
16516905,"2013-09-17 13:21:06","090","GRAND THEFT VEHICLE (GTA): Cargo/Vehicle, laden with freight",,,,,"913-10485-1420","1420","10485","CA0190014","INDUSTRY","N"
16518242,"2013-09-17 16:30:00","095","GRAND THEFT VEHICLE (GTA): Motorcycle","48800 120TH ST E","LANCASTER","93535","6586736.84510621,2103137.42195344","913-16849-1195","1195","16849","CA0190024","LANCASTER","N"
16517327,"2013-09-17 20:00:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","31700 THE OLD RD","CASTAIC","91384","6373325.1400407,2003314.30598328","913-12822-0675","0675","12822","CA0190006","SANTA CLARITA VALLEY","N"
16517535,"2013-09-17 22:15:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","211000 HORST AVE","HAWAIIAN GARDENS",,,"913-18196-1352","1352","18196","CA0190013","LAKEWOOD","N"
16518302,"2013-09-17 22:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","3333 CITY TERRACE DR","EAST LOS ANGELES","90063","6504374.87880745,1840458.35384231","913-11542-0272","0272","11542","CA0190002","EAST LOS ANGELES","N"
16517798,"2013-09-18 00:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","1500 DURFEE AVE","SOUTH EL MONTE","91733","6550383.31001991,1837261.84993262","913-08927-0562","0562","08927","CA0190005","TEMPLE","N"
16517446,"2013-09-18 00:33:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","11100 S OSAGE AVE","LENNOX","90304","6456732.76325138,1798434.78201613","913-08166-0383","0383","08166","CA0190003","SOUTH LOS ANGELES","N"
16517563,"2013-09-18 01:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","13000 GRAYSTONE AVE","NORWALK","90650","6533358.52010453,1790488.92257977","913-12895-0453","0453","12895","CA0190004","NORWALK","N"
16517531,"2013-09-18 01:50:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","38500 GLENBUSH AVE","PALMDALE",,"6539480.52131195,2034741.80251136","913-13328-2608","2608","13328","CA01900W9","PALMDALE","N"
16517582,"2013-09-18 06:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","15600 CAMEO AVE","NORWALK",,"6541021.38305962,1782103.91179079","913-12899-0456","0456","12899","CA0190004","NORWALK","N"
16517629,"2013-09-18 06:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","CLARKDALE & HERMOSURA ST","NORWALK",,"6537453.49773557,1781262.74741286","913-12901-0458","0458","12901","CA0190004","NORWALK","N"
16517634,"2013-09-18 08:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","10200 S NORMANDIE AVE","LOS ANGELES","90044","6470545.96504141,1802110.39906847","913-08175-0372","0372","08175","CA0190003","SOUTH LOS ANGELES","N"
16517726,"2013-09-18 09:09:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","3200 135TH ST","HAWTHORNE",,"6461895.22405504,1789563.10356528","913-08181-0379","0379","08181","CA0190003","SOUTH LOS ANGELES","N"
16517703,"2013-09-18 09:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","22300 VIOLETA AVE","HAWAIIAN GARDENS",,"6537651.2138904,1758966.28406335","913-18202-1351","1351","18202","CA0190013","LAKEWOOD","N"
16517860,"2013-09-18 10:34:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","1400 W 95TH ST","LOS ANGELES",,"6470030.23796871,1804096.78381544","913-08184-0371","0371","08184","CA0190003","SOUTH LOS ANGELES","N"
16517801,"2013-09-18 10:44:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","PALOS VERDES DR S & SEAHILL DR","RANCHO PALOS VERDES","90275","6442638.99985527,1729779.37482093","913-03335-1740","1740","03335","CA0190017","LOMITA","N"
16519234,"2013-09-18 12:07:30","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","ALONDRA BLVD & GARD AVE","NORWALK",,"6534766.51968507,1781489.84347707","913-12978-0455","0455","12978","CA0190004","NORWALK","N"
16518418,"2013-09-18 12:15:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","43200 SIERRA HWY","LANCASTER",,"6521773.1932096,2065823.42374694","913-16868-1124","1124","16868","CA0190024","LANCASTER","N"
16518325,"2013-09-18 12:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","15900 MINNESOTA AVE","PARAMOUNT",,"6511127.02999322,1782071.11960961","913-18245-1367","1367","18245","CA0190013","LAKEWOOD","N"
16518420,"2013-09-18 12:30:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","12100 163 RD ST","NORWALK","90650","6538984.483381,1779984.708604","913-12940-0458","0458","12940","CA0190004","NORWALK","N"
16517923,"2013-09-18 12:43:34","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","28000 SARABANDE LN","SANTA CLARITA",,"6425980.69821677,1976595.10106135","913-12846-0631","0631","12846","CA0190006","SANTA CLARITA VALLEY","N"
16518440,"2013-09-18 13:30:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","43000 10TH ST W","LANCASTER",,"6517170.20084108,2064177.9721832","913-16871-1124","1124","16871","CA0190024","LANCASTER","N"
16518464,"2013-09-18 14:10:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","400 AZUSA AVE","LA PUENTE",,"6585241.820792,1827693.008444","913-10552-1435","1435","10552","CA0190014","INDUSTRY","N"
16518078,"2013-09-18 14:56:56","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","13900 PANAY WAY","MARINA DEL REY",,"6423786.48971193,1815118.75987354","913-02410-2760","2760","02410","CA0190065","MARINA DEL REY","N"
16518133,"2013-09-18 15:39:52","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van",,,,,"913-10537-1418","1418","10537","CA0190014","INDUSTRY","N"
16518291,"2013-09-18 15:45:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","44800 10TH ST W","LANCASTER",,"6517040.96514128,2076210.05848543","913-16857-1127","1127","16857","CA0190024","LANCASTER","N"
16518258,"2013-09-18 16:15:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","10800 ALONDRA BLVD","CERRITOS",,"6530269.39176838,1780568.47260444","913-03532-2310","2310","03532","CA01900R7","CERRITOS","N"
16518561,"2013-09-18 17:00:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","800 E AVENUE R","PALMDALE","93550","6527226.94837819,2030597.84951319","913-13390-2662","2662","13390","CA01900W9","PALMDALE","N"
16518309,"2013-09-18 18:30:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","5500 FLOTILLA ST","COMMERCE","90040","6514823.85277476,1825823.48723096","913-11544-0245","0245","11544","CA0190002","EAST LOS ANGELES","N"
16518499,"2013-09-18 21:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","13600 SUNDANCE AVE","WHITTIER","90605","6549233.76820962,1798712.28671044","913-12945-0494","0494","12945","CA0190004","NORWALK","N"
16518460,"2013-09-18 21:20:00","095","GRAND THEFT VEHICLE (GTA): Motorcycle","4200 ZARING ST","EAST LOS ANGELES","90022","6508514.131864,1835726.132732","913-11552-0280","0280","11552","CA0190002","EAST LOS ANGELES","N"
16518693,"2013-09-18 22:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","14700 BLAINE AVE","BELLFLOWER","90706","6523460.47756469,1785035.64969368","913-18275-1332","1332","18275","CA0190013","LAKEWOOD","N"
16518733,"2013-09-18 22:45:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","9300 RAMONA BLVD","ROSEMEAD","91770","6541796.47032648,1848892.21044983","913-08965-0536","0536","08965","CA0190005","TEMPLE","N"
16518855,"2013-09-18 23:15:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","3100 JACKSON AVE","ROSEMEAD","91770","6530292.63943206,1846144.06252448","913-08973-0532","0532","08973","CA0190005","TEMPLE","N"
16518775,"2013-09-19 03:15:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","3200 WALNUT GROVE AVE","ROSEMEAD","91770","6536695.62891588,1846794.76928544","913-08970-0533","0533","08970","CA0190005","TEMPLE","N"
16519044,"2013-09-19 04:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","3000 KAYLIN ST","LANCASTER",,"6538887.76265495,2065571.97674327","913-16912-1137","1137","16912","CA0190024","LANCASTER","N"
16518689,"2013-09-19 04:15:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","9951 OLIVE ST","TEMPLE CITY","91780","6546098.73101856,1858437.24542305","913-08963-0523","0523","08963","CA0190005","TEMPLE","N"
16520368,"2013-09-19 05:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","12200 MEADOW DR","ARTESIA","90701","6539790.38372369,1770166.57748254","913-18372-1349","1349","18372","CA0190013","LAKEWOOD","N"
16518736,"2013-09-19 06:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","19800 ARROW HWY","COVINA","91722",,"913-04641-0870","0870","04641","CA0190008","SAN DIMAS","N"
16518625,"2013-09-19 06:44:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","38700 20TH ST E","PALMDALE",,"6533255.30460846,2035318.39017518","913-13395-2612","2612","13395","CA01900W9","PALMDALE","N"
16518862,"2013-09-19 06:50:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","7400 COURTLAND ST","PARAMOUNT","90723","6510083.39787442,1790956.0319703","913-18286-1361","1361","18286","CA0190013","LAKEWOOD","N"
16518929,"2013-09-19 08:15:00","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","2600 CARSON ST","LAKEWOOD",,"6512645.04545544,1760928.7015166","913-18292-1323","1323","18292","CA0190013","LAKEWOOD","N"
16519168,"2013-09-19 09:00:00","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","8300 LOCH LOMOND DR","PICO RIVERA","90660","6532574.93768221,1823046.38272719","913-07006-1513","1513","07006","CA0190015","PICO RIVERA","N"
